,Country,Lat,Long,Confirmed,Deaths,Recovered,Recovery_percent,Death_percent
583,Spain,39.484,-0.7533,69036,1875,9970,0.14441740541166928,2.715974274291674
584,Spain,28.2916,-16.6291,17916,295,1537,0.08578923866934583,1.6465728957356554
585,Spain,43.1828,-3.9878,10804,257,2287,0.21168085894113292,2.378748611625324
586,Spain,39.2796,-3.0977,69810,3438,6392,0.09156281335052285,4.924795874516545
587,Spain,41.8357,-4.3976,90671,3810,8716,0.09612775859977281,4.202005051229169
588,Spain,41.5912,1.5209,253236,7147,26203,0.10347265001816487,2.8222685558135496
589,Spain,35.8894,-5.3213,1947,29,163,0.08371854134566,1.4894709809964046
590,Spain,39.4937,-6.0679,22204,760,2652,0.11943793911007025,3.422806701495226
591,Spain,42.5751,-8.1339,37323,969,9204,0.24660397074190177,2.5962543203922515
592,Spain,42.2871,-2.5396,13568,479,3107,0.2289946933962264,3.5303655660377364
593,Spain,40.4168,-3.7038,317391,10821,40736,0.12834642444177685,3.4093594336323334
594,Spain,35.2923,-2.9381,3266,14,125,0.03827311696264544,0.4286589099816289
595,Spain,37.9922,-1.1307,40246,378,2180,0.05416687372658152,0.9392237737911844
596,Spain,42.6954,-1.6761,35214,738,3905,0.1108933946725734,2.0957573692281484
597,Spain,42.9896,-2.6189,72227,2136,16160,0.22373904495548755,2.957342821936395
598,Spain,,,0,0,0,,
599,Sri Lanka,7.873054,80.77179699999998,12570,29,6623,0.5268894192521878,0.2307080350039777
600,Sudan,12.8628,30.2176,13943,837,6764,0.485117980348562,6.0030122642186035
601,Suriname,3.9193,-56.0278,5225,112,5097,0.9755023923444976,2.1435406698564594
602,Sweden,56.2784,15.017999999999999,1120,18,0,0.0,1.6071428571428572
603,Sweden,61.0917,14.6664,3751,186,0,0.0,4.958677685950414
604,Sweden,61.3012,16.1534,4125,171,0,0.0,4.1454545454545455
605,Sweden,57.4684,18.4867,515,7,0,0.0,1.3592233009708738
606,Sweden,56.8967,12.8034,3934,89,0,0.0,2.2623284189120487
607,Sweden,63.1712,14.9592,1713,64,0,0.0,3.736135434909516
608,Sweden,57.3708,14.3439,7460,189,0,0.0,2.533512064343164
609,Sweden,57.235,16.1849,1405,64,0,0.0,4.555160142348755
610,Sweden,56.7183,14.4115,2814,126,0,0.0,4.477611940298506
611,Sweden,66.8309,20.3992,2487,88,0,0.0,3.538399678327302
612,Sweden,59.535,15.0066,5698,175,0,0.0,3.0712530712530715
613,Sweden,58.3454,15.5198,6659,254,0,0.0,3.814386544526205
614,Sweden,55.9903,13.5958,12202,297,0,0.0,2.4340272086543187
615,Sweden,59.0336,16.7519,3488,256,0,0.0,7.339449541284404
616,Sweden,59.6025,18.1384,40090,2449,0,0.0,6.108755300573709
617,Sweden,60.0092,17.2715,6641,257,0,0.0,3.869899111579581
618,Sweden,59.7294,13.2354,1907,76,0,0.0,3.985317252228632
619,Sweden,65.3337,16.5162,1670,32,0,0.0,1.916167664670659
620,Sweden,63.4276,17.7292,2305,138,0,0.0,5.9869848156182215
621,Sweden,59.6714,16.2159,4426,185,0,0.0,4.179846362403977
622,Sweden,58.2528,13.0596,27354,881,0,0.0,3.2207355414199017
623,Switzerland,46.8182,8.2275,202504,2628,87100,0.43011496069213445,1.2977521431675425
624,Syria,34.802075,38.99681500000001,6040,305,2195,0.36341059602649006,5.049668874172187
625,Taiwan*,23.7,121.0,569,7,523,0.9191564147627417,1.2302284710017577
626,Tajikistan,38.861,71.2761,11219,83,10494,0.935377484624298,0.739816382921829
627,Tanzania,-6.369028,34.888822,509,21,183,0.35952848722986247,4.12573673870334
628,Thailand,15.870032,100.992541,3818,60,3639,0.9531168150864326,1.571503404924044
629,Timor-Leste,-8.874217,125.727539,30,0,29,0.9666666666666667,0.0
630,Togo,8.6195,0.8248,2442,57,1708,0.6994266994266994,2.3341523341523343
631,Trinidad and Tobago,10.6918,-61.2225,5774,111,5024,0.8701073779009352,1.9224108070661587
632,Tunisia,33.886917,9.537499,66334,1577,36727,0.5536678023336449,2.377363041577472
633,Turkey,38.9637,35.2433,386820,10639,332379,0.8592601209865054,2.7503748513520496
634,US,32.53952745,-86.64408227,2230,31,0,0.0,1.390134529147982
635,US,30.72774991,-87.72207058,7097,77,0,0.0,1.0849654783711429
636,US,31.868263,-85.3871286,1080,9,0,0.0,0.8333333333333334
637,US,32.99642064,-87.12511459999996,907,15,0,0.0,1.6538037486218302
638,US,33.98210918,-86.56790593,2222,25,0,0.0,1.125112511251125
639,US,32.10030533,-85.71265535,661,17,0,0.0,2.571860816944024
640,US,31.75300095,-86.68057478,1037,41,0,0.0,3.9537126325940215
641,US,33.77483727,-85.82630386,5039,66,0,0.0,1.3097836872395316
642,US,32.91360079,-85.39072749,1461,48,0,0.0,3.2854209445585214
643,US,34.17805983,-85.60638968,831,15,0,0.0,1.8050541516245489
644,US,32.85044126,-86.7173256,1983,33,0,0.0,1.6641452344931922
645,US,32.02227341,-88.26564429999998,399,12,0,0.0,3.0075187969924815
646,US,31.68099859,-87.83548597,1422,18,0,0.0,1.2658227848101269
647,US,33.26984193,-85.85836077,799,13,0,0.0,1.6270337922403004
648,US,33.67679204,-85.52005899,614,10,0,0.0,1.6286644951140066
649,US,31.39932826,-85.98901039,1920,11,0,0.0,0.5729166666666666
650,US,34.69847452,-87.80168544,2390,32,0,0.0,1.338912133891213
651,US,31.43401703,-86.99320044,592,13,0,0.0,2.195945945945946
652,US,32.93690146,-86.24847739,230,3,0,0.0,1.3043478260869563
653,US,31.247785399999998,-86.45050893,1912,32,0,0.0,1.6736401673640169
654,US,31.72941803,-86.31593104,634,30,0,0.0,4.731861198738169
655,US,34.13020303,-86.86888037,3001,26,0,0.0,0.8663778740419861
656,US,31.43037123,-85.61095742,1982,52,0,0.0,2.623612512613522
657,US,32.32688101,-87.10866709999998,1952,27,0,0.0,1.3831967213114753
658,US,34.45946862,-85.80782906,3790,31,0,0.0,0.8179419525065963
659,US,32.59785413,-86.14415284,3379,59,0,0.0,1.7460787215152411
660,US,31.1256789,-87.15918694,1803,31,0,0.0,1.7193566278424848
661,US,34.04567266,-86.04051873,4745,57,0,0.0,1.2012644889357218
662,US,33.72076938,-87.73886638,631,15,0,0.0,2.3771790808240887
663,US,34.44235334,-87.84289505,2219,32,0,0.0,1.4420910319963949
664,US,31.09389027,-85.83572839,1003,8,0,0.0,0.7976071784646062
665,US,32.85504247,-87.95684022,354,17,0,0.0,4.8022598870056505
666,US,32.76039258,-87.63284988,817,30,0,0.0,3.6719706242350063
667,US,31.51148016,-85.24267944,766,6,0,0.0,0.783289817232376
668,US,31.15197924,-85.29939599,4408,35,0,0.0,0.7940108892921959
669,US,34.78144169,-85.99750489,2422,21,0,0.0,0.8670520231213873
670,US,33.55554728,-86.89506300000002,25159,391,0,0.0,1.5541158233634087
671,US,33.77995024,-88.09668032,541,7,0,0.0,1.2939001848428835
672,US,34.90171875,-87.65624729,2835,45,0,0.0,1.5873015873015872
673,US,34.52041498,-87.31069453,977,34,0,0.0,3.480040941658137
674,US,32.60154883,-85.35132246,6812,65,0,0.0,0.9541984732824428
675,US,34.81185586,-86.98310072,3231,36,0,0.0,1.1142061281337048
676,US,32.1597283,-86.65158371,739,29,0,0.0,3.924221921515562
677,US,32.38759944,-85.69267724,590,21,0,0.0,3.5593220338983054
678,US,34.76327133,-86.55069633,10078,102,0,0.0,1.0121055765032745
679,US,32.24767634,-87.78796182,1077,24,0,0.0,2.2284122562674096
680,US,34.13697363,-87.88704173,1188,31,0,0.0,2.609427609427609
681,US,34.36975964,-86.30486727,4727,53,0,0.0,1.1212185318383754
682,US,30.78472347,-88.20842409,17591,324,0,0.0,1.8418509465067363
683,US,31.56729412,-87.36995001,683,10,0,0.0,1.4641288433382138
684,US,32.2206831,-86.20969272,10937,215,0,0.0,1.9658041510469049
685,US,34.45500589,-86.85475946,4702,39,0,0.0,0.8294342832837092
686,US,,,0,0,0,,
687,US,32.64048341,-87.29770589,614,6,0,0.0,0.977198697068404
688,US,33.28094866,-88.08818103,972,18,0,0.0,1.851851851851852
689,US,31.80396383,-85.9408295,1410,14,0,0.0,0.9929078014184396
690,US,33.29526734,-85.45708831,879,16,0,0.0,1.8202502844141069
691,US,32.28725256,-85.18415324,2012,3,0,0.0,0.14910536779324055
692,US,33.26879845,-86.66232561,8017,70,0,0.0,0.8731445677934391
693,US,33.71902176,-86.31029372,3378,51,0,0.0,1.5097690941385435
694,US,32.59117397,-88.19916205,494,21,0,0.0,4.251012145748988
695,US,33.37823223,-86.16886178,2892,39,0,0.0,1.3485477178423235
696,US,32.86698258,-85.79833053,1443,87,0,0.0,6.029106029106028
697,US,33.28726072,-87.52556818,10976,145,0,0.0,1.321064139941691
698,US,,,0,0,0,,
699,US,33.80270512,-87.30027177,3083,95,0,0.0,3.0814142069412913
700,US,31.4092794,-88.20689944,794,12,0,0.0,1.5113350125944585
701,US,31.98773215,-87.30891118,585,12,0,0.0,2.051282051282051
702,US,34.15030532,-87.37325922,1010,13,0,0.0,1.2871287128712872
703,US,55.32222414,-161.9722021,18,0,0,0.0,0.0
704,US,52.3233,-174.1596,102,0,0,0.0,0.0
705,US,61.14998174,-149.14269860000005,9253,51,0,0.0,0.5511725926726467
706,US,60.90980451,-159.8561831,585,1,0,0.0,0.17094017094017094
707,US,58.74513976,-156.701064,0,0,0,,
708,US,58.62403337,-156.21405890000003,115,0,0,0.0,0.0
709,US,63.67264044,-150.0076108,33,0,0,0.0,0.0
710,US,59.79603738,-158.23819419999995,63,0,0,0.0,0.0
711,US,64.80726247,-146.5692662,2471,16,0,0.0,0.6475111290975314
712,US,59.09893571,-135.4679843,14,0,0,0.0,0.0
713,US,58.45031811,-134.200436,631,3,0,0.0,0.4754358161648177
714,US,60.24429722,-151.53888840000005,1216,4,0,0.0,0.32894736842105265
715,US,55.57445008,-130.975561,98,0,0,0.0,0.0
716,US,57.65529415,-153.7493579,131,0,0,0.0,0.0
717,US,62.15429159999999,-163.39678830000003,284,0,0,0.0,0.0
718,US,62.31305045,-149.5741743,1751,3,0,0.0,0.17133066818960593
719,US,64.90320724,-164.0353804,146,0,0,0.0,0.0
720,US,69.31479216,-153.4836093,296,0,0,0.0,0.0
721,US,67.04919196,-159.7503946,278,0,0,0.0,0.0
722,US,57.13978948,-132.9540995,20,1,0,0.0,5.0
723,US,55.76261984,-133.0511621,36,1,0,0.0,2.7777777777777777
724,US,57.24124555,-135.3206587,89,0,0,0.0,0.0
725,US,59.56149996,-135.33377480000001,7,0,0,0.0,0.0
726,US,63.87692095,-143.2127643,95,1,0,0.0,1.0526315789473684
727,US,,,77,0,0,0.0,0.0
728,US,61.47502768,-144.7126799,183,1,0,0.0,0.5464480874316939
729,US,56.3202004,-132.05837309999998,19,0,0,0.0,0.0
730,US,59.890980799999994,-140.36014509999998,37,0,0,0.0,0.0
731,US,65.50815459,-151.39073869999999,126,2,0,0.0,1.5873015873015872
732,US,35.39465006,-109.4892383,4066,179,0,0.0,4.402361042793902
733,US,31.87934684,-109.7516088,2307,76,0,0.0,3.2943216298222797
734,US,35.83883429,-111.77071780000001,5606,149,0,0.0,2.657866571530503
735,US,33.80190085,-110.8132779,2081,73,0,0.0,3.507928880345988
736,US,32.93166885,-109.8882178,1343,31,0,0.0,2.308265078183172
737,US,33.21498827,-109.2405279,106,2,0,0.0,1.8867924528301887
738,US,33.72854224,-113.98100290000001,635,18,0,0.0,2.8346456692913384
739,US,33.34835867,-112.49181540000001,162958,3672,0,0.0,2.253341351759349
740,US,35.70471703,-113.7577902,4596,237,0,0.0,5.156657963446476
741,US,35.3997715,-110.3218983,6665,252,0,0.0,3.7809452363090768
742,US,,,0,0,0,,
743,US,32.0971334,-111.7890033,29456,650,0,0.0,2.2066811515480715
744,US,32.90525627,-111.3449483,12510,230,0,0.0,1.8385291766586729
745,US,31.52508998,-110.8479088,3085,65,0,0.0,2.1069692058346843
746,US,,,1,0,0,0.0,0.0
747,US,34.59933926,-112.5538588,3134,92,0,0.0,2.9355456285896624
748,US,32.76895712,-113.90666740000002,14219,361,0,0.0,2.5388564596666434
749,US,34.29145151,-91.37277296,760,20,0,0.0,2.631578947368421
750,US,33.19153461,-91.76984709999999,594,13,0,0.0,2.1885521885521886
751,US,36.28784385,-92.33782872,848,12,0,0.0,1.4150943396226414
752,US,36.33644656,-94.25680817,9060,127,0,0.0,1.401766004415011
753,US,36.3084504,-93.09374925,1145,38,0,0.0,3.3187772925764194
754,US,33.46755808,-92.15980837,380,8,0,0.0,2.1052631578947367
755,US,33.55598792,-92.49974403,71,0,0,0.0,0.0
756,US,36.34038560000001,-93.54270261,1070,19,0,0.0,1.7757009345794392
757,US,33.26458973,-91.29539209,1059,23,0,0.0,2.1718602455146363
758,US,34.04613432,-93.17484713,564,6,0,0.0,1.0638297872340423
759,US,36.36826212,-90.4148172,544,15,0,0.0,2.7573529411764706
760,US,35.53864922,-92.02640019,534,17,0,0.0,3.183520599250936
761,US,33.89723187,-92.18537045,274,13,0,0.0,4.744525547445256
762,US,33.21230701,-93.22642793,777,22,0,0.0,2.831402831402831
763,US,35.26205537,-92.70506566,382,4,0,0.0,1.0471204188481675
764,US,35.83018283,-90.63235729,5193,52,0,0.0,1.0013479684190256
765,US,35.58928601,-94.2446814,2291,31,0,0.0,1.3531209079004802
766,US,35.21247318,-90.30839406,2614,53,0,0.0,2.0275439938791124
767,US,35.29631396,-90.77185818,629,23,0,0.0,3.656597774244833
768,US,33.97042763,-92.65167437,192,6,0,0.0,3.125
769,US,33.83011025,-91.25500948,447,8,0,0.0,1.7897091722595078
770,US,33.59035001,-91.71777921,464,7,0,0.0,1.5086206896551724
771,US,35.14719007,-92.33717519,3648,42,0,0.0,1.1513157894736843
772,US,35.51202821,-93.89299569,595,2,0,0.0,0.33613445378151263
773,US,36.38177105,-91.81729127,373,11,0,0.0,2.949061662198392
774,US,34.57692074,-93.14921604,2748,76,0,0.0,2.7656477438136826
775,US,34.29017991,-92.42320562,400,4,0,0.0,1.0
776,US,36.11735460000001,-90.55832668,1793,21,0,0.0,1.1712214166201895
777,US,33.73325583,-93.66935133,635,5,0,0.0,0.7874015748031497
778,US,34.31709259,-92.95396325,2361,38,0,0.0,1.6094875052943671
779,US,34.09007427,-93.9934871,658,14,0,0.0,2.127659574468085
780,US,35.74242707,-91.57001641,1573,62,0,0.0,3.9415130324221233
781,US,36.09604046,-91.90847954,691,2,0,0.0,0.2894356005788712
782,US,35.59802983,-91.21494602,968,6,0,0.0,0.6198347107438017
783,US,34.26767081,-91.92619839,4416,102,0,0.0,2.3097826086956523
784,US,35.56759135,-93.46036368,1075,9,0,0.0,0.8372093023255814
785,US,33.24116713,-93.60677071,214,3,0,0.0,1.4018691588785046
786,US,36.04188196,-91.10867198,926,22,0,0.0,2.3758099352051842
787,US,34.78498904,-90.78383866,1116,18,0,0.0,1.6129032258064515
788,US,33.95317155,-91.74002806,2351,18,0,0.0,0.7656316461080391
789,US,33.70375665,-94.23468591,507,37,0,0.0,7.2978303747534525
790,US,35.21413234,-93.71951016,625,5,0,0.0,0.8
791,US,34.75392199,-91.88742357,1951,34,0,0.0,1.742696053305997
792,US,36.01038185,-93.72524943,458,6,0,0.0,1.310043668122271
793,US,36.26844485,-92.68451899,203,2,0,0.0,0.9852216748768472
794,US,33.31403423,-93.89285258,1729,22,0,0.0,1.2724117987275885
795,US,35.76271485,-90.05194370000002,2511,70,0,0.0,2.7877339705296693
796,US,34.6815935,-91.20540287,244,2,0,0.0,0.819672131147541
797,US,34.53704874,-93.65824478,195,8,0,0.0,4.102564102564102
798,US,33.66340119,-93.30632432,351,14,0,0.0,3.988603988603989
799,US,35.91947491,-93.21612969,332,21,0,0.0,6.325301204819278
800,US,33.58839816,-92.87795984,418,9,0,0.0,2.15311004784689
801,US,34.945915299999996,-92.94372564,168,2,0,0.0,1.1904761904761905
802,US,34.43268455,-90.84800154,795,16,0,0.0,2.0125786163522013
803,US,34.16250414,-93.65789349,287,1,0,0.0,0.3484320557491289
804,US,35.57433534,-90.66268713,1281,28,0,0.0,2.1857923497267757
805,US,34.48254879,-94.22728802,410,5,0,0.0,1.2195121951219512
806,US,35.44871474,-93.03212219,2924,38,0,0.0,1.2995896032831735
807,US,34.83624419,-91.55162157,266,5,0,0.0,1.8796992481203008
808,US,34.77054088,-92.31355101,12863,226,0,0.0,1.7569773769727124
809,US,36.3415714,-91.02455531,718,26,0,0.0,3.62116991643454
810,US,34.64916145,-92.67583224,3229,39,0,0.0,1.2078042737689687
811,US,34.85588887,-94.0632176,249,2,0,0.0,0.8032128514056225
812,US,35.9109364,-92.69936482,225,1,0,0.0,0.4444444444444444
813,US,35.19605503,-94.27162713,5297,105,0,0.0,1.9822541060977912
814,US,33.99780401,-94.2424869,1478,16,0,0.0,1.0825439783491204
815,US,36.16258158,-91.47819342,407,10,0,0.0,2.457002457002457
816,US,35.02201976,-90.74828138,1818,10,0,0.0,0.5500550055005501
817,US,35.86251946,-92.15684085,412,22,0,0.0,5.339805825242719
818,US,,,1599,0,0,0.0,0.0
819,US,33.16887091,-92.59746952,1234,52,0,0.0,4.2139384116693686
820,US,35.58095779,-92.51295036,223,3,0,0.0,1.345291479820628
821,US,35.976844,-94.21800746,12191,159,0,0.0,1.3042408334016895
822,US,35.25688493,-91.74908296,1798,37,0,0.0,2.057842046718576
823,US,35.18902527,-91.2439489,147,0,0,0.0,0.0
824,US,35.00292371,-93.41171338,1384,32,0,0.0,2.3121387283237
825,US,37.64629437,-121.8929271,24370,465,0,0.0,1.9080837094788676
826,US,38.59678594,-119.82235940000001,18,0,0,0.0,0.0
827,US,38.44583082,-120.65696000000001,362,16,0,0.0,4.419889502762431
828,US,39.66727762,-121.6005252,3218,54,0,0.0,1.678060907395898
829,US,38.20537103,-120.55291299999999,361,21,0,0.0,5.8171745152354575
830,US,39.17881957,-122.2331726,576,6,0,0.0,1.0416666666666667
831,US,37.91923498,-121.9289527,19517,248,0,0.0,1.270687093303274
832,US,41.74228275,-123.89740630000001,198,1,0,0.0,0.5050505050505051
833,US,38.77965956,-120.5233166,1459,4,0,0.0,0.2741603838245373
834,US,36.75733899,-119.6466953,31952,447,0,0.0,1.3989734601902857
835,US,39.59875897,-122.3938452,710,3,0,0.0,0.4225352112676056
836,US,40.69923009,-123.876044,599,10,0,0.0,1.6694490818030048
837,US,33.0393082,-115.36690420000001,13330,340,0,0.0,2.550637659414854
838,US,36.51112084,-117.41119779999998,247,15,0,0.0,6.0728744939271255
839,US,35.34329425,-118.72777959999999,34779,426,0,0.0,1.2248770809971534
840,US,36.07409056,-119.8159973,8817,84,0,0.0,0.9527050017012588
841,US,39.10124298,-122.75362439999999,739,17,0,0.0,2.3004059539918806
842,US,40.67311306,-120.59350990000002,781,1,0,0.0,0.12804097311139565
843,US,34.30828379,-118.22824109999999,315564,7140,0,0.0,2.262615507472335
844,US,37.21513971,-119.76655890000002,5219,76,0,0.0,1.4562176662195825
845,US,38.07122463,-122.72106310000001,7197,127,0,0.0,1.7646241489509518
846,US,37.57978556,-119.9073334,81,2,0,0.0,2.469135802469136
847,US,39.4381191,-123.39113130000001,1193,21,0,0.0,1.7602682313495392
848,US,37.18922369,-120.72090349999999,9880,161,0,0.0,1.6295546558704452
849,US,41.58965602,-120.7244817,64,0,0,0.0,0.0
850,US,37.93899289,-118.8872409,268,2,0,0.0,0.746268656716418
851,US,36.21862405,-121.24133970000001,11956,99,0,0.0,0.8280361324857812
852,US,38.50735751,-122.33283899999999,2133,16,0,0.0,0.7501172058134083
853,US,39.30394768,-120.76272809999999,681,9,0,0.0,1.3215859030837005
854,US,33.70147516,-117.76459979999998,61112,1494,0,0.0,2.444691713575075
855,US,39.06167234,-120.72405690000001,4640,60,0,0.0,1.293103448275862
856,US,40.00355989,-120.8395236,90,0,0,0.0,0.0
857,US,33.74314981,-115.9933578,70309,1331,0,0.0,1.893072010695644
858,US,38.45106826,-121.34253740000001,27043,506,0,0.0,1.8710941833376475
859,US,36.60308176,-121.069975,1491,15,0,0.0,1.0060362173038229
860,US,34.84060306,-116.1774685,67196,1092,0,0.0,1.6250967319483305
861,US,33.03484597,-116.73653259999999,58636,904,0,0.0,1.5417149873797666
862,US,37.75215114,-122.43856720000001,12666,149,0,0.0,1.176377704089689
863,US,37.93433732,-121.2730061,22450,494,0,0.0,2.200445434298441
864,US,35.38822029,-120.4039028,4422,33,0,0.0,0.746268656716418
865,US,37.422880799999994,-122.32755459999998,11629,161,0,0.0,1.3844698598331755
866,US,34.65329488,-120.0188492,10042,130,0,0.0,1.2945628360884287
867,US,37.23104908,-121.6970462,25705,424,0,0.0,1.649484536082474
868,US,37.05580291,-122.0066524,3007,26,0,0.0,0.8646491519787163
869,US,40.76391419,-122.0396884,2375,33,0,0.0,1.3894736842105264
870,US,39.57713498,-120.52007009999998,6,0,0,0.0,0.0
871,US,41.59198861,-122.54074340000001,278,0,0,0.0,0.0
872,US,38.26827353,-121.9357113,7996,76,0,0.0,0.9504752376188094
873,US,38.52746429,-122.88625060000001,10116,146,0,0.0,1.4432582048240412
874,US,37.55862499,-120.9970722,18204,405,0,0.0,2.2247857613711277
875,US,39.03417539,-121.6945899,1964,12,0,0.0,0.6109979633401222
876,US,40.12570935,-122.23701709999999,997,15,0,0.0,1.5045135406218657
877,US,40.64917670000001,-123.114713,40,0,0,0.0,0.0
878,US,36.22026558,-118.8020203,18117,297,0,0.0,1.639344262295082
879,US,38.02644018,-119.95250929999999,312,7,0,0.0,2.243589743589744
880,US,,,0,0,0,,
881,US,34.44465746,-119.09106129999999,14936,167,0,0.0,1.1181039100160686
882,US,38.68278902,-121.90182879999999,3395,62,0,0.0,1.8262150220913107
883,US,39.26255932,-121.35356440000001,1411,10,0,0.0,0.7087172218284904
884,US,39.87432092,-104.3362578,17104,266,0,0.0,1.5551917680074836
885,US,37.57250606,-105.7885451,374,9,0,0.0,2.406417112299465
886,US,39.64977461,-104.3353617,15182,389,0,0.0,2.562244763535766
887,US,37.19474156,-107.04768670000001,69,0,0,0.0,0.0
888,US,37.31940883,-102.5603223,39,0,0,0.0,0.0
889,US,37.95474293,-103.0720195,21,0,0,0.0,0.0
890,US,40.09313619,-105.3546767,6425,95,0,0.0,1.4785992217898831
891,US,39.95998787,-105.0566324,1185,43,0,0.0,3.628691983122363
892,US,38.74745778,-106.19265729999998,445,20,0,0.0,4.49438202247191
893,US,38.82777431,-102.6032558,16,0,0,0.0,0.0
894,US,39.68864463,-105.6463118,96,1,0,0.0,1.0416666666666667
895,US,37.201606,-106.19174879999998,94,0,0,0.0,0.0
896,US,37.27732493,-105.4276548,43,1,0,0.0,2.3255813953488373
897,US,38.32608609,-103.7844965,199,1,0,0.0,0.5025125628140703
898,US,38.10883162,-105.3683478,32,0,0,0.0,0.0
899,US,38.86246243,-107.86313419999999,240,3,0,0.0,1.25
900,US,39.76018276,-104.87256950000001,21546,455,0,0.0,2.1117608836907085
901,US,37.75208676,-108.5211585,3,0,0,0.0,0.0
902,US,39.33133796,-104.930001,4998,68,0,0.0,1.3605442176870748
903,US,39.62754308,-106.6933637,1605,10,0,0.0,0.6230529595015576
904,US,38.83240149,-104.5251411,12925,208,0,0.0,1.6092843326885882
905,US,39.28656773,-104.13587209999999,274,3,0,0.0,1.094890510948905
906,US,38.47362326,-105.43996670000001,976,2,0,0.0,0.20491803278688525
907,US,39.59921777,-107.902708,1307,5,0,0.0,0.3825554705432288
908,US,39.85646523,-105.5252597,36,0,0,0.0,0.0
909,US,40.10603347,-106.11780420000001,165,1,0,0.0,0.6060606060606061
910,US,38.66611652,-107.0320729,332,7,0,0.0,2.108433734939759
911,US,37.82247444,-107.3004345,4,0,0,0.0,0.0
912,US,37.68473101,-104.9612585,47,2,0,0.0,4.25531914893617
913,US,40.66593870000001,-106.3408905,9,0,0,0.0,0.0
914,US,39.58635604,-105.2517692,10607,336,0,0.0,3.1677194305647216
915,US,38.43260896,-102.7392145,6,0,0,0.0,0.0
916,US,39.30497777,-102.60221990000001,184,3,0,0.0,1.6304347826086956
917,US,37.28632032,-107.8429014,416,2,0,0.0,0.4807692307692308
918,US,39.20278823,-106.35556969999999,155,0,0,0.0,0.0
919,US,40.66671597,-105.4625784,4975,60,0,0.0,1.2060301507537687
920,US,37.3153406,-104.03764579999999,95,1,0,0.0,1.0526315789473684
921,US,38.98749519,-103.51366490000001,26,0,0,0.0,0.0
922,US,40.7249637,-103.110817,1416,14,0,0.0,0.9887005649717514
923,US,39.01787888,-108.469799,2036,19,0,0.0,0.9332023575638508
924,US,37.66954283,-106.92816979999999,21,0,0,0.0,0.0
925,US,40.61810999,-108.2070876,83,1,0,0.0,1.2048192771084338
926,US,37.33859579,-108.59588570000001,260,5,0,0.0,1.9230769230769231
927,US,38.40214114,-108.26390220000002,510,14,0,0.0,2.7450980392156863
928,US,40.26279810000001,-103.8093302,973,49,0,0.0,5.035971223021583
929,US,37.9014485,-103.7173385,199,7,0,0.0,3.5175879396984926
930,US,38.14717457,-107.7675136,49,2,0,0.0,4.081632653061225
931,US,,,0,0,0,,
932,US,39.120926000000004,-105.7182065,114,1,0,0.0,0.8771929824561403
933,US,40.59414277,-102.3577703,83,0,0,0.0,0.0
934,US,39.21720112,-106.9310027,313,2,0,0.0,0.6389776357827476
935,US,37.95544985,-102.3926052,232,10,0,0.0,4.310344827586206
936,US,38.17359144,-104.5127437,2826,52,0,0.0,1.8400566171266808
937,US,39.97913541,-108.2179009,31,0,0,0.0,0.0
938,US,37.5836865,-106.3847838,137,3,0,0.0,2.18978102189781
939,US,40.48596505,-106.9905548,248,9,0,0.0,3.629032258064516
940,US,38.08054629,-106.28246599999999,155,2,0,0.0,1.2903225806451613
941,US,37.76248981,-107.67632890000002,11,0,0,0.0,0.0
942,US,38.00450883,-108.4020725,114,0,0,0.0,0.0
943,US,40.87595412,-102.3519227,53,1,0,0.0,1.8867924528301887
944,US,39.63803232,-106.1150762,873,4,0,0.0,0.4581901489117984
945,US,38.88133511,-105.16148929999999,294,4,0,0.0,1.3605442176870748
946,US,,,23,0,0,0.0,0.0
947,US,39.97015535,-103.202587,124,1,0,0.0,0.8064516129032258
948,US,40.55499405,-104.39296209999999,7334,161,0,0.0,2.1952549768202894
949,US,40.00346839,-102.4258673,239,1,0,0.0,0.41841004184100417
950,US,41.26809896,-73.3881171,26120,1445,0,0.0,5.532159264931088
951,US,41.80283011,-72.73103891,19511,1498,0,0.0,7.677720260365947
952,US,41.7937534,-73.2451475,2531,146,0,0.0,5.768470960094824
953,US,41.45949668,-72.53714864,2182,198,0,0.0,9.074243813015583
954,US,41.408032500000004,-72.93620426,18862,1135,0,0.0,6.0173894602905325
955,US,41.48896435,-72.10430976,4141,146,0,0.0,3.5257184255010867
956,US,41.85853803,-72.3308481,1922,68,0,0.0,3.5379812695109263
957,US,,,202,0,0,0.0,0.0
958,US,41.82972709,-71.98182316,1589,20,0,0.0,1.2586532410320956
959,US,39.08646628,-75.56884914,3681,122,0,0.0,3.3143167617495246
960,US,39.57992638,-75.64054974,13639,354,0,0.0,2.595498203680622
961,US,38.66143781,-75.39031349,8342,240,0,0.0,2.877007911771757
962,US,,,91,0,0,0.0,0.0
963,US,,,49,0,0,0.0,0.0
964,US,38.90417773,-77.01655992,17682,650,0,0.0,3.676054744938356
965,US,29.67866525,-82.35928158,10996,78,0,0.0,0.7093488541287741
966,US,30.33060121,-82.28467476,1840,24,0,0.0,1.3043478260869563
967,US,30.26548745,-85.62122584,7060,138,0,0.0,1.9546742209631731
968,US,29.95079741,-82.16611613,1254,15,0,0.0,1.1961722488038278
969,US,28.29409504,-80.73091022,12318,384,0,0.0,3.1173891865562586
970,US,26.15184651,-80.48725556,89184,1542,0,0.0,1.7290096878363832
